"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","ID","talker","gender","order","duration","speech_rate","transcript","Order","clip1_id","clip2_id","selected_clip","clip1_speaker","clip2_speaker","clip1_gender","clip2_gender","clip1_transcript","clip2_transcript","accuracy","question_order"
"","","","","","html-keyboard-response","282","821124","0.0-282.0","","","","","","","","","","","","185","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","8","F1_03","M3_03","","F1","M3","female","male","No, actually I was the only one.","Not too far away from here.","",""
"","","","","","audio-keyboard-response","283","825165","0.0-283.0","","","","","","","","","","","","null","../audio/M4_04.WAV","null","M4_04","M4","male","1","2.538281","2.364","The most intimate group of friends.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","284","826206","0.0-284.0","","","","","","","","","","","","null","../audio/M2_02.WAV","l","M2_02","M2","male","2","1.039885","3.846","So that was great.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","285","828207","0.0-285.0","","","","","","","","","","","","707","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","9","M4_04","M2_02","","M4","M2","male","male","The most intimate group of friends.","So that was great.","",""
"","","","","","audio-keyboard-response","286","834149","0.0-286.0","","","","","","","","","","","","null","../audio/F3_02.WAV","null","F3_02","F3","female","1","4.438833","2.253","So it wasn't residential on both sides of the street...","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","287","835987","0.0-287.0","","","","","","","","","","","","null","../audio/F4_01.WAV","l","F4_01","F4","female","2","1.835479","2.724","Probably right before I turn six.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","288","837988","0.0-288.0","","","","","","","","","","","","345","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","10","F3_02","F4_01","","F3","F4","female","female","So it wasn't residential on both sides of the street...","Probably right before I turn six.","",""
"","","","","","audio-keyboard-response","289","843759","0.0-289.0","","","","","","","","","","","","null","../audio/F3_01.WAV","null","F3_01","F3","female","1","4.267563","1.875","My parents, my two sisters, and my two brothers.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","290","845132","0.0-290.0","","","","","","","","","","","","null","../audio/F2_03.WAV","l","F2_03","F2","female","2","1.372927","5.098","And they charge lots and lots of money.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","291","847134","0.0-291.0","","","","","","","","","","","","349","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","11","F3_01","F2_03","","F3","F2","female","female","My parents, my two sisters, and my two brothers.","And they charge lots and lots of money.","",""
"","","","","","audio-keyboard-response","292","851837","0.0-292.0","","","","","","","","","","","","null","../audio/F2_01.WAV","null","F2_01","F2","female","1","3.200677","1.250","It's head-to-tail restaurant.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","293","854403","0.0-293.0","","","","","","","","","","","","null","../audio/M3_04.WAV","s","M3_04","M3","male","2","2.564635","3.508","They have to learn about what they're talking about.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","294","856405","0.0-294.0","","","","","","","","","","","","842","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","12","F2_01","M3_04","","F2","M3","female","male","It's head-to-tail restaurant.","They have to learn about what they're talking about.","",""
"","","","","","audio-keyboard-response","295","859424","0.0-295.0","","","","","","","","","","","","null","../audio/F4_04.WAV","null","F4_04","F4","female","1","1.514","3.303","It was hard for my mom.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","296","860353","0.0-296.0","","","","","","","","","","","","null","../audio/M2_03.WAV","s","M2_03","M2","male","2","0.928833","5.382","I just wanted to get up.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","297","862355","0.0-297.0","","","","","","","","","","","","755","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","13","F4_04","M2_03","","F4","M2","female","male","It was hard for my mom.","I just wanted to get up.","",""
"","","","","","audio-keyboard-response","298","867033","0.0-298.0","","","","","","","","","","","","null","../audio/F1_04.WAV","null","F1_04","F1","female","1","3.175875","3.149","But majority of the time people offered to pick me up.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","299","869490","0.0-299.0","","","","","","","","","","","","null","../audio/F1_02.WAV","l","F1_02","F1","female","2","2.456333","2.442","I end up going to high school.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","300","871492","0.0-300.0","","","","","","","","","","","","868","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","14","F1_04","F1_02","","F1","F1","female","female","But majority of the time people offered to pick me up.","I end up going to high school.","",""
"","","","","","audio-keyboard-response","301","874998","0.0-301.0","","","","","","","","","","","","null","../audio/M5_01.WAV","null","M5_01","M5","male","1","2.002865","2.994","All of us were very young, so...","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","302","877728","0.0-302.0","","","","","","","","","","","","null","../audio/F1_01.WAV","s","F1_01","F1","female","2","2.72926","1.832","Because of the limited space.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","303","879731","0.0-303.0","","","","","","","","","","","","308","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","15","M5_01","F1_01","","M5","F1","male","female","All of us were very young, so...","Because of the limited space.","",""
"","","","","","audio-keyboard-response","304","882378","0.0-304.0","","","","","","","","","","","","null","../audio/F5_01.WAV","null","F5_01","F5","female","1","1.144573","3.495","He worked very hard.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","305","885542","0.0-305.0","","","","","","","","","","","","null","../audio/F5_03.WAV","l","F5_03","F5","female","2","3.162094","2.530","It was a totally new experience to me.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","306","887543","0.0-306.0","","","","","","","","","","","","790","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","16","F5_01","F5_03","","F5","F5","female","female","He worked very hard.","It was a totally new experience to me.","",""
"","","","","","audio-keyboard-response","307","891183","0.0-307.0","","","","","","","","","","","","null","../audio/M4_03.WAV","null","M4_03","M4","male","1","2.137188","1.872","They didn't really respond.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","308","895901","0.0-308.0","","","","","","","","","","","","null","../audio/F2_04.WAV","l","F2_04","F2","female","2","4.716052","2.332","And then upstairs in her apartment, she would make rice wine.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","309","897904","0.0-309.0","","","","","","","","","","","","405","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","17","M4_03","F2_04","","M4","F2","male","female","They didn't really respond.","And then upstairs in her apartment, she would make rice wine.","",""
"","","","","","audio-keyboard-response","310","900404","0.0-310.0","","","","","","","","","","","","null","../audio/M1_04.WAV","null","M1_04","M1","male","1","0.999906","2.000188035","Parallel ways.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","311","902065","0.0-311.0","","","","","","","","","","","","null","../audio/M3_01.WAV","l","M3_01","M3","male","2","1.659469","2.411","To further my education.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","312","904067","0.0-312.0","","","","","","","","","","","","444","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","18","M1_04","M3_01","","M1","M3","male","male","Parallel ways.","To further my education.","",""
"","","","","","audio-keyboard-response","313","908486","0.0-313.0","","","","","","","","","","","","null","../audio/F4_02.WAV","null","F4_02","F4","female","1","2.916635","2.058","Yeah, a little bit, like elementary school.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","314","909968","0.0-314.0","","","","","","","","","","","","null","../audio/M1_01.WAV","l","M1_01","M1","male","2","1.480896","5.043558001","You kind of get spoiled.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","315","911970","0.0-315.0","","","","","","","","","","","","630","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","19","F4_02","M1_01","","F4","M1","female","male","Yeah, a little bit, like elementary school.","You kind of get spoiled.","",""
"","","","","","audio-keyboard-response","316","914591","0.0-316.0","","","","","","","","","","","","null","../audio/M5_03.WAV","null","M5_03","M5","male","1","1.118844","3.576","I said, what is this?","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","317","917272","0.0-317.0","","","","","","","","","","","","null","../audio/M5_04.WAV","s","M5_04","M5","male","2","2.679688","2.612","We have a very enjoyable life, nothing.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","318","919275","0.0-318.0","","","","","","","","","","","","514","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","20","M5_03","M5_04","","M5","M5","male","male","I said, what is this?","We have a very enjoyable life, nothing.","",""
"","","","","","audio-keyboard-response","319","925216","0.0-319.0","","","","","","","","","","","","null","../audio/F3_02.WAV","null","F3_02","F3","female","1","4.438833","2.253","So it wasn't residential on both sides of the street...","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","320","927224","0.0-320.0","","","","","","","","","","","","null","../audio/F5_02.WAV","l","F5_02","F5","female","2","2.006958","2.491","We sort of like stay together.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","321","929225","0.0-321.0","","","","","","","","","","","","506","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","1","F3_02","F5_02","","F3","F5","female","female","So it wasn't residential on both sides of the street...","We sort of like stay together.","",""
"","","","","","audio-keyboard-response","322","933928","0.0-322.0","","","","","","","","","","","","null","../audio/F2_01.WAV","null","F2_01","F2","female","1","3.200677","1.250","It's head-to-tail restaurant.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","323","937104","0.0-323.0","","","","","","","","","","","","null","../audio/F1_04.WAV","l","F1_04","F1","female","2","3.175875","3.149","But majority of the time people offered to pick me up.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","324","939106","0.0-324.0","","","","","","","","","","","","1012","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","2","F2_01","F1_04","","F2","F1","female","female","It's head-to-tail restaurant.","But majority of the time people offered to pick me up.","",""
"","","","","","audio-keyboard-response","325","941728","0.0-325.0","","","","","","","","","","","","null","../audio/M5_03.WAV","null","M5_03","M5","male","1","1.118844","3.576","I said, what is this?","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","326","942565","0.0-326.0","","","","","","","","","","","","null","../audio/F5_04.WAV","l","F5_04","F5","female","2","0.83549","3.592","Oh my god.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","327","944566","0.0-327.0","","","","","","","","","","","","401","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","3","M5_03","F5_04","","M5","F5","male","female","I said, what is this?","Oh my god.","",""
"","","","","","audio-keyboard-response","328","947069","0.0-328.0","","","","","","","","","","","","null","../audio/M1_04.WAV","null","M1_04","M1","male","1","0.999906","2.000188035","Parallel ways.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","329","950070","0.0-329.0","","","","","","","","","","","","null","../audio/M2_01.WAV","l","M2_01","M2","male","2","3.0","2.667","The airport is basically a one-story building.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","330","952072","0.0-330.0","","","","","","","","","","","","188","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","4","M1_04","M2_01","","M1","M2","male","male","Parallel ways.","The airport is basically a one-story building.","",""
"","","","","","audio-keyboard-response","331","955088","0.0-331.0","","","","","","","","","","","","null","../audio/F4_04.WAV","null","F4_04","F4","female","1","1.514","3.303","It was hard for my mom.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","332","956572","0.0-332.0","","","","","","","","","","","","null","../audio/M3_03.WAV","s","M3_03","M3","male","2","1.483458","3.371","Not too far away from here.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","333","958575","0.0-333.0","","","","","","","","","","","","305","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","5","F4_04","M3_03","","F4","M3","female","male","It was hard for my mom.","Not too far away from here.","",""
"","","","","","audio-keyboard-response","334","963746","0.0-334.0","","","","","","","","","","","","null","../audio/F4_03.WAV","null","F4_03","F4","female","1","3.670938","3.269","Yeah, it was an apartment building. It was like a one-bedroom","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","335","964968","0.0-335.0","","","","","","","","","","","","null","../audio/M1_03.WAV","s","M1_03","M1","male","2","1.220375","5.087881591","Being in medical field.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","336","966970","0.0-336.0","","","","","","","","","","","","447","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","6","F4_03","M1_03","","F4","M1","female","male","Yeah, it was an apartment building. It was like a one-bedroom","Being in medical field.","",""
"","","","","","audio-keyboard-response","337","970929","0.0-337.0","","","","","","","","","","","","null","../audio/F1_02.WAV","null","F1_02","F1","female","1","2.456333","2.442","I end up going to high school.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","338","973610","0.0-338.0","","","","","","","","","","","","null","../audio/M5_04.WAV","l","M5_04","M5","male","2","2.679688","2.612","We have a very enjoyable life, nothing.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","339","975612","0.0-339.0","","","","","","","","","","","","742","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","7","F1_02","M5_04","","F1","M5","female","male","I end up going to high school.","We have a very enjoyable life, nothing.","",""
"","","","","","audio-keyboard-response","340","981383","0.0-340.0","","","","","","","","","","","","null","../audio/F3_01.WAV","null","F3_01","F3","female","1","4.267563","1.875","My parents, my two sisters, and my two brothers.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","341","983563","0.0-341.0","","","","","","","","","","","","null","../audio/M2_04.WAV","s","M2_04","M2","male","2","2.180729","2.751","People just focus on making money.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","342","985565","0.0-342.0","","","","","","","","","","","","406","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","8","F3_01","M2_04","","F3","M2","female","male","My parents, my two sisters, and my two brothers.","People just focus on making money.","",""
"","","","","","audio-keyboard-response","343","989986","0.0-343.0","","","","","","","","","","","","null","../audio/F4_02.WAV","null","F4_02","F4","female","1","2.916635","2.058","Yeah, a little bit, like elementary school.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","344","991647","0.0-344.0","","","","","","","","","","","","null","../audio/M3_01.WAV","s","M3_01","M3","male","2","1.659469","2.411","To further my education.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","345","993649","0.0-345.0","","","","","","","","","","","","483","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","9","F4_02","M3_01","","F4","M3","female","male","Yeah, a little bit, like elementary school.","To further my education.","",""
"","","","","","audio-keyboard-response","346","996525","0.0-346.0","","","","","","","","","","","","null","../audio/F2_03.WAV","null","F2_03","F2","female","1","1.372927","5.098","And they charge lots and lots of money.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","347","998663","0.0-347.0","","","","","","","","","","","","null","../audio/M4_03.WAV","s","M4_03","M4","male","2","2.137188","1.872","They didn't really respond.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","348","1000665","0.0-348.0","","","","","","","","","","","","664","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","10","F2_03","M4_03","","F2","M4","female","male","And they charge lots and lots of money.","They didn't really respond.","",""
"","","","","","audio-keyboard-response","349","1004002","0.0-349.0","","","","","","","","","","","","null","../audio/F4_01.WAV","null","F4_01","F4","female","1","1.835479","2.724","Probably right before I turn six.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","350","1005789","0.0-350.0","","","","","","","","","","","","null","../audio/M4_02.WAV","s","M4_02","M4","male","2","1.785187","3.361","I'm still struggling to be honest.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","351","1007791","0.0-351.0","","","","","","","","","","","","536","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","11","F4_01","M4_02","","F4","M4","female","male","Probably right before I turn six.","I'm still struggling to be honest.","",""
"","","","","","audio-keyboard-response","352","1011002","0.0-352.0","","","","","","","","","","","","null","../audio/M3_02.WAV","null","M3_02","M3","male","1","1.70975","2.924","And then on Sunday morning","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","353","1011932","0.0-353.0","","","","","","","","","","","","null","../audio/M2_03.WAV","l","M2_03","M2","male","2","0.928833","5.382","I just wanted to get up.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","354","1013934","0.0-354.0","","","","","","","","","","","","650","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","12","M3_02","M2_03","","M3","M2","male","male","And then on Sunday morning","I just wanted to get up.","",""
"","","","","","audio-keyboard-response","355","1018599","0.0-355.0","","","","","","","","","","","","null","../audio/F5_03.WAV","null","F5_03","F5","female","1","3.162094","2.530","It was a totally new experience to me.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","356","1020712","0.0-356.0","","","","","","","","","","","","null","../audio/M4_01.WAV","l","M4_01","M4","male","2","2.112052","2.841","The main source is from class.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","357","1022714","0.0-357.0","","","","","","","","","","","","813","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","13","F5_03","M4_01","","F5","M4","female","male","It was a totally new experience to me.","The main source is from class.","",""
"","","","","","audio-keyboard-response","358","1026946","0.0-358.0","","","","","","","","","","","","null","../audio/F1_01.WAV","null","F1_01","F1","female","1","2.72926","1.832","Because of the limited space.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","359","1028508","0.0-359.0","","","","","","","","","","","","null","../audio/M5_02.WAV","l","M5_02","M5","male","2","1.560854","3.204","In December, it was cold.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","360","1030510","0.0-360.0","","","","","","","","","","","","970","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","14","F1_01","M5_02","","F1","M5","female","male","Because of the limited space.","In December, it was cold.","",""
"","","","","","audio-keyboard-response","361","1033493","0.0-361.0","","","","","","","","","","","","null","../audio/M1_01.WAV","null","M1_01","M1","male","1","1.480896","5.043558001","You kind of get spoiled.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","362","1035529","0.0-362.0","","","","","","","","","","","","null","../audio/F1_03.WAV","s","F1_03","F1","female","2","2.034542","3.440","No, actually I was the only one.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","363","1037531","0.0-363.0","","","","","","","","","","","","860","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","15","M1_01","F1_03","","M1","F1","male","female","You kind of get spoiled.","No, actually I was the only one.","",""
"","","","","","audio-keyboard-response","364","1040773","0.0-364.0","","","","","","","","","","","","null","../audio/F3_03.WAV","null","F3_03","F3","female","1","1.738271","2.877","At least one family had moved.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","365","1041918","0.0-365.0","","","","","","","","","","","","null","../audio/F5_01.WAV","l","F5_01","F5","female","2","1.144573","3.495","He worked very hard.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","366","1043920","0.0-366.0","","","","","","","","","","","","513","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","16","F3_03","F5_01","","F3","F5","female","female","At least one family had moved.","He worked very hard.","",""
"","","","","","audio-keyboard-response","367","1047986","0.0-367.0","","","","","","","","","","","","null","../audio/M3_04.WAV","null","M3_04","M3","male","1","2.564635","3.508","They have to learn about what they're talking about.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","368","1050890","0.0-368.0","","","","","","","","","","","","null","../audio/F2_02.WAV","l","F2_02","F2","female","2","2.902938","4.134","They buy a whole pig and then they eat their way through it.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","369","1052892","0.0-369.0","","","","","","","","","","","","430","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","17","M3_04","F2_02","","M3","F2","male","female","They have to learn about what they're talking about.","They buy a whole pig and then they eat their way through it.","",""
"","","","","","audio-keyboard-response","370","1055435","0.0-370.0","","","","","","","","","","","","null","../audio/M2_02.WAV","null","M2_02","M2","male","1","1.039885","3.846","So that was great.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","371","1057438","0.0-371.0","","","","","","","","","","","","null","../audio/M5_01.WAV","l","M5_01","M5","male","2","2.002865","2.994","All of us were very young, so...","","","","","","","","","","","",""
"","","","","","html-keyboard-response","372","1059441","0.0-372.0","","","","","","","","","","","","532","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","18","M2_02","M5_01","","M2","M5","male","male","So that was great.","All of us were very young, so...","",""
"","","","","","audio-keyboard-response","373","1062595","0.0-373.0","","","","","","","","","","","","null","../audio/F3_04.WAV","null","F3_04","F3","female","1","1.651802","4.843","There were a lot of children in the area.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","374","1064105","0.0-374.0","","","","","","","","","","","","null","../audio/M1_02.WAV","l","M1_02","M1","male","2","1.508312","4.539559014","It's a really nice place to live.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","375","1066107","0.0-375.0","","","","","","","","","","","","974","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","19","F3_04","M1_02","","F3","M1","female","male","There were a lot of children in the area.","It's a really nice place to live.","",""
"","","","","","audio-keyboard-response","376","1072326","0.0-376.0","","","","","","","","","","","","null","../audio/F2_04.WAV","null","F2_04","F2","female","1","4.716052","2.332","And then upstairs in her apartment, she would make rice wine.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","377","1074865","0.0-377.0","","","","","","","","","","","","null","../audio/M4_04.WAV","s","M4_04","M4","male","2","2.538281","2.364","The most intimate group of friends.","","","","","","","","","","","",""
