"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","ID","talker","gender","order","duration","speech_rate","transcript","Order","clip1_id","clip2_id","selected_clip","clip1_speaker","clip2_speaker","clip1_gender","clip2_gender","clip1_transcript","clip2_transcript","accuracy","question_order"
"","","","","","audio-keyboard-response","370","1309522","0.0-370.0","","","","","","","","","","","","null","../audio/F2_01.WAV","null","F2_01","F2","female","1","3.200677","1.250","It's head-to-tail restaurant.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","371","1311183","0.0-371.0","","","","","","","","","","","","null","../audio/M3_01.WAV","s","M3_01","M3","male","2","1.659469","2.411","To further my education.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","372","1313199","0.0-372.0","","","","","","","","","","","","535","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","18","F2_01","M3_01","","F2","M3","female","male","It's head-to-tail restaurant.","To further my education.","",""
"","","","","","audio-keyboard-response","373","1316103","0.0-373.0","","","","","","","","","","","","null","../audio/F2_03.WAV","null","F2_03","F2","female","1","1.372927","5.098","And they charge lots and lots of money.","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","374","1316943","0.0-374.0","","","","","","","","","","","","null","../audio/F5_04.WAV","l","F5_04","F5","female","2","0.83549","3.592","Oh my god.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","375","1318962","0.0-375.0","","","","","","","","","","","","1467","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","19","F2_03","F5_04","","F2","F5","female","female","And they charge lots and lots of money.","Oh my god.","",""
"","","","","","audio-keyboard-response","376","1324162","0.0-376.0","","","","","","","","","","","","null","../audio/F4_03.WAV","null","F4_03","F4","female","1","3.670938","3.269","Yeah, it was an apartment building. It was like a one-bedroom","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","377","1326003","0.0-377.0","","","","","","","","","","","","null","../audio/F4_01.WAV","l","F4_01","F4","female","2","1.835479","2.724","Probably right before I turn six.","","","","","","","","","","","",""
"","","","","","html-keyboard-response","378","1328023","0.0-378.0","","","","","","","","","","","","486","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","20","F4_03","F4_01","","F4","F4","female","female","Yeah, it was an apartment building. It was like a one-bedroom","Probably right before I turn six.","",""
"","","","","","survey","379","1533351","0.0-379.0","","","","","","","","","","","","204153","","{""P0_Q0"":null,""zipcode_growing_up"":""01103"",""zipcode_teenage_years"":""01103"",""zipcode_adult_years"":""01104"",""zipcode_current"":""01104"",""gender"":""Female"",""age"":""1983"",""race"":[""White""],""income"":145000,""education"":""Postgraduate degree""}","","","","","","","","","","","","","","","","","","[]",""
"","","","","","survey-html-form","380","1559014","0.0-380.0","","","","","","","","","","","","25409","","{""lang1"":""english"",""lang2"":"""",""lang3"":"""",""lang4"":"""",""lang5"":""""}","","","","","","","","","","","","","","","","","","",""
"","","","","","survey","381","1690396","0.0-381.0","","","","","","","","","","","","131113","","{""family_generations_in_area"":""2"",""boston_accent_opinion"":""Yes"",""boston_accent_area"":""medford, chelsea""}","","","","","","","","","","","","","","","","","","[]",""
"","","","","","survey","382","1782492","0.0-382.0","","","","","","","","","","","","91823","","{""speak_with"":""Yes"",""immigrant_percentage"":""0"",""Boston_people"":20,""boston_friends"":""Yes"",""boston_family"":""Yes""}","","","","","","","","","","","","","","","","","","[]",""
"","","","","","survey-html-form","383","1878493","0.0-383.0","","","","","","","","","","","","95748","","{""word1"":""direct"",""word2"":""loyalty"",""word3"":""pride in identity""}","","","","","","","","","","","","","","","","","","",""
"","","","","","survey","384","2061251","0.0-384.0","","","","","","","","","","","","182489","","{""neighborhood_changes_opinion"":""there is an increase in population, this is widening the market"",""community_issues"":""affordable housing, transport inefficiency,economic inequality"",""preserve_culture_importance"":""Very important""}","","","","","","","","","","","","","","","","","","[]",""
"","","","","","survey-likert","385","2091934","0.0-385.0","","","","","","","","","","","","30429","","{""likert_badenglish"":1,""likert_disappear"":1,""likert_identity"":3,""likert_unity"":2}","","","","","","","","","","","","","","","","","","","[0,3,1,2]"
"","","","","","survey-likert","386","2099965","0.0-386.0","","","","","","","","","","","","7778","","{""Q0"":3}","","","","","","","","","","","","","","","","","","","[0]"
"","","","","","survey","387","2107057","0.0-387.0","","","","","","","","","","","","6828","","{""futurestudies"":""Yes""}","","","","","","","","","","","","","","","","","","[]",""
