"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","ID","talker","gender","order","duration","speech_rate","transcript","Order","clip1_id","clip2_id","clip1_speaker","clip2_speaker","clip1_gender","clip2_gender","clip1_transcript","clip2_transcript","block_type","block_number","counterbalance_id","accuracy","question_order","result"
"","","","","","audio-keyboard-response","191","744674","0.0-191.0","","","","","","","","","","","","null","../audio/F4_03.WAV","s","F4_03","F4","female","2","3.670938","2.724","Yeah, it was an apartment building. It was like a one-bedroom","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","192","746677","0.0-192.0","","","","","","","","","","","","483","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","18","M5_03","F4_03","M5","F4","male","female","So we start transporting, moving kids outside of the neighborhood.","Yeah, it was an apartment building. It was like a one-bedroom","long","3","1","","",""
"","","","","","audio-keyboard-response","193","750162","0.0-193.0","","","","","","","","","","","","null","../audio/M1_03.WAV","null","M1_03","M1","male","1","1.480896","2.701","you kind of get spoiled.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","194","752243","0.0-194.0","","","","","","","","","","","","null","../audio/F2_03.WAV","l","F2_03","F2","female","2","2.078781","4.811","But it was illegal at that time, and I didn't know that.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","195","754245","0.0-195.0","","","","","","","","","","","","982","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","19","M1_03","F2_03","M1","F2","male","female","you kind of get spoiled.","But it was illegal at that time, and I didn't know that.","long","3","1","","",""
"","","","","","audio-keyboard-response","196","758814","0.0-196.0","","","","","","","","","","","","null","../audio/M3_04.WAV","null","M3_04","M3","male","1","2.564635","3.508","You had to learn about what they're talking about.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","197","760376","0.0-197.0","","","","","","","","","","","","null","../audio/M5_04.WAV","l","M5_04","M5","male","2","1.560854","3.204","and the summer was cold.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","198","762379","0.0-198.0","","","","","","","","","","","","713","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","20","M3_04","M5_04","M3","M5","male","male","You had to learn about what they're talking about.","and the summer was cold.","long","3","1","","",""
"","","","","","audio-keyboard-response","199","766286","0.0-199.0","","","","","","","","","","","","null","../audio/F2_02.WAV","null","F2_02","F2","female","1","1.902969","2.627","And so my mother also","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","200","767171","0.0-200.0","","","","","","","","","","","","null","../audio/M4_01.WAV","s","M4_01","M4","male","2","0.883969","3.393","yeah last fall","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","201","769173","0.0-201.0","","","","","","","","","","","","699","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","1","F2_02","M4_01","F2","M4","female","male","And so my mother also","yeah last fall","short","4","1","","",""
"","","","","","audio-keyboard-response","202","773717","0.0-202.0","","","","","","","","","","","","null","../audio/M4_02.WAV","null","M4_02","M4","male","1","2.538281","2.364","the most intimate group of friends,","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","203","775428","0.0-203.0","","","","","","","","","","","","null","../audio/M3_02.WAV","l","M3_02","M3","male","2","1.709750","2.924","And then on Sunday morning","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","204","777431","0.0-204.0","","","","","","","","","","","","602","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","2","M4_02","M3_02","M4","M3","male","male","the most intimate group of friends,","And then on Sunday morning","short","4","1","","",""
"","","","","","audio-keyboard-response","205","782165","0.0-205.0","","","","","","","","","","","","null","../audio/F1_01.WAV","null","F1_01","F1","female","1","2.729260","1.832","because of the limited space.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","206","786435","0.0-206.0","","","","","","","","","","","","null","../audio/F3_01.WAV","l","F3_01","F3","female","2","4.267563","1.875","my parents, my two sisters, and my two brothers.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","207","788437","0.0-207.0","","","","","","","","","","","","888","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","3","F1_01","F3_01","F1","F3","female","female","because of the limited space.","my parents, my two sisters, and my two brothers.","short","4","1","","",""
"","","","","","audio-keyboard-response","208","792191","0.0-208.0","","","","","","","","","","","","null","../audio/F5_02.WAV","null","F5_02","F5","female","1","1.750198","2.286","My father also, you know,","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","209","794859","0.0-209.0","","","","","","","","","","","","null","../audio/M2_02.WAV","s","M2_02","M2","male","2","2.665333","3.001","But later on, when I traveled quite a bit,","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","210","796861","0.0-210.0","","","","","","","","","","","","543","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","4","F5_02","M2_02","F5","M2","female","male","My father also, you know,","But later on, when I traveled quite a bit,","short","4","1","","",""
"","","","","","audio-keyboard-response","211","801782","0.0-211.0","","","","","","","","","","","","null","../audio/F4_02.WAV","null","F4_02","F4","female","1","2.916635","2.058","Yeah, a little bit, like elementary school.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","212","803619","0.0-212.0","","","","","","","","","","","","null","../audio/F4_01.WAV","s","F4_01","F4","female","2","1.835479","2.724","Probably right before I turned six.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","213","805621","0.0-213.0","","","","","","","","","","","","783","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","5","F4_02","F4_01","F4","F4","female","female","Yeah, a little bit, like elementary school.","Probably right before I turned six.","short","4","1","","",""
"","","","","","audio-keyboard-response","214","808791","0.0-214.0","","","","","","","","","","","","null","../audio/F3_02.WAV","null","F3_02","F3","female","1","1.165760","2.574","as homeless people.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","215","810013","0.0-215.0","","","","","","","","","","","","null","../audio/M1_01.WAV","s","M1_01","M1","male","2","1.220375","4.095","being in the medical field,","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","216","812016","0.0-216.0","","","","","","","","","","","","620","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","6","F3_02","M1_01","F3","M1","female","male","as homeless people.","being in the medical field,","short","4","1","","",""
"","","","","","audio-keyboard-response","217","814856","0.0-217.0","","","","","","","","","","","","null","../audio/F5_01.WAV","null","F5_01","F5","female","1","0.835490","3.592","Oh my god.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","218","816513","0.0-218.0","","","","","","","","","","","","null","../audio/F2_01.WAV","l","F2_01","F2","female","2","1.654760","3.021","and then upstairs in her apartment,","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","219","818516","0.0-219.0","","","","","","","","","","","","534","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","7","F5_01","F2_01","F5","F2","female","female","Oh my god.","and then upstairs in her apartment,","short","4","1","","",""
"","","","","","audio-keyboard-response","220","821517","0.0-220.0","","","","","","","","","","","","null","../audio/M1_02.WAV","null","M1_02","M1","male","1","0.999906","2.000","parallel ways.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","221","823384","0.0-221.0","","","","","","","","","","","","null","../audio/M5_01.WAV","l","M5_01","M5","male","2","1.863625","3.755","half an hour, probably fourty five minutes away.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","222","825387","0.0-222.0","","","","","","","","","","","","479","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","8","M1_02","M5_01","M1","M5","male","male","parallel ways.","half an hour, probably fourty five minutes away.","short","4","1","","",""
"","","","","","audio-keyboard-response","223","828416","0.0-223.0","","","","","","","","","","","","null","../audio/M2_01.WAV","null","M2_01","M2","male","1","1.025729","3.900","being in the squallor.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","224","830647","0.0-224.0","","","","","","","","","","","","null","../audio/M5_02.WAV","l","M5_02","M5","male","2","2.229229","2.244","Because back in the seventies,","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","225","832650","0.0-225.0","","","","","","","","","","","","553","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","9","M2_01","M5_02","M2","M5","male","male","being in the squallor.","Because back in the seventies,","short","4","1","","",""
"","","","","","audio-keyboard-response","226","836941","0.0-226.0","","","","","","","","","","","","null","../audio/F1_02.WAV","null","F1_02","F1","female","1","2.286385","2.187","clothes or fashion for that matter.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","227","838603","0.0-227.0","","","","","","","","","","","","null","../audio/M3_01.WAV","s","M3_01","M3","male","2","1.659469","2.411","to further my education.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","228","840605","0.0-228.0","","","","","","","","","","","","629","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","10","F1_02","M3_01","F1","M3","female","male","clothes or fashion for that matter.","to further my education.","short","4","1","","",""
"","","","","","audio-keyboard-response","229","843493","0.0-229.0","","","","","","","","","","","","null","../audio/M4_01.WAV","null","M4_01","M4","male","1","0.883969","3.393","yeah last fall","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","230","844520","0.0-230.0","","","","","","","","","","","","null","../audio/M2_01.WAV","l","M2_01","M2","male","2","1.025729","3.900","being in the squallor.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","231","846522","0.0-231.0","","","","","","","","","","","","719","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","11","M4_01","M2_01","M4","M2","male","male","yeah last fall","being in the squallor.","short","4","1","","",""
"","","","","","audio-keyboard-response","232","850429","0.0-232.0","","","","","","","","","","","","null","../audio/F2_02.WAV","null","F2_02","F2","female","1","1.902969","2.627","And so my mother also","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","233","852183","0.0-233.0","","","","","","","","","","","","null","../audio/F5_02.WAV","s","F5_02","F5","female","2","1.750198","2.286","My father also, you know,","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","234","854186","0.0-234.0","","","","","","","","","","","","707","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","12","F2_02","F5_02","F2","F5","female","female","And so my mother also","My father also, you know,","short","4","1","","",""
"","","","","","audio-keyboard-response","235","858919","0.0-235.0","","","","","","","","","","","","null","../audio/F1_01.WAV","null","F1_01","F1","female","1","2.729260","1.832","because of the limited space.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","236","860785","0.0-236.0","","","","","","","","","","","","null","../audio/M5_01.WAV","l","M5_01","M5","male","2","1.863625","3.755","half an hour, probably fourty five minutes away.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","237","862788","0.0-237.0","","","","","","","","","","","","543","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","13","F1_01","M5_01","F1","M5","female","male","because of the limited space.","half an hour, probably fourty five minutes away.","short","4","1","","",""
"","","","","","audio-keyboard-response","238","867332","0.0-238.0","","","","","","","","","","","","null","../audio/M4_02.WAV","null","M4_02","M4","male","1","2.538281","2.364","the most intimate group of friends,","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","239","871601","0.0-239.0","","","","","","","","","","","","null","../audio/F3_01.WAV","l","F3_01","F3","female","2","4.267563","1.875","my parents, my two sisters, and my two brothers.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","240","873604","0.0-240.0","","","","","","","","","","","","615","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","14","M4_02","F3_01","M4","F3","male","female","the most intimate group of friends,","my parents, my two sisters, and my two brothers.","short","4","1","","",""
"","","","","","audio-keyboard-response","241","876608","0.0-241.0","","","","","","","","","","","","null","../audio/M1_02.WAV","null","M1_02","M1","male","1","0.999906","2.000","parallel ways.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","242","878269","0.0-242.0","","","","","","","","","","","","null","../audio/M3_01.WAV","l","M3_01","M3","male","2","1.659469","2.411","to further my education.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","243","880272","0.0-243.0","","","","","","","","","","","","879","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","15","M1_02","M3_01","M1","M3","male","male","parallel ways.","to further my education.","short","4","1","","",""
"","","","","","audio-keyboard-response","244","884942","0.0-244.0","","","","","","","","","","","","null","../audio/M2_02.WAV","null","M2_02","M2","male","1","2.665333","3.001","But later on, when I traveled quite a bit,","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","245","886653","0.0-245.0","","","","","","","","","","","","null","../audio/M3_02.WAV","l","M3_02","M3","male","2","1.709750","2.924","And then on Sunday morning","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","246","888655","0.0-246.0","","","","","","","","","","","","1024","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","16","M2_02","M3_02","M2","M3","male","male","But later on, when I traveled quite a bit,","And then on Sunday morning","short","4","1","","",""
"","","","","","audio-keyboard-response","247","891496","0.0-247.0","","","","","","","","","","","","null","../audio/F5_01.WAV","null","F5_01","F5","female","1","0.835490","3.592","Oh my god.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","248","893783","0.0-248.0","","","","","","","","","","","","null","../audio/F1_02.WAV","s","F1_02","F1","female","2","2.286385","2.187","clothes or fashion for that matter.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","249","895786","0.0-249.0","","","","","","","","","","","","980","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","17","F5_01","F1_02","F5","F1","female","female","Oh my god.","clothes or fashion for that matter.","short","4","1","","",""
"","","","","","audio-keyboard-response","250","899011","0.0-250.0","","","","","","","","","","","","null","../audio/M1_01.WAV","null","M1_01","M1","male","1","1.220375","4.095","being in the medical field,","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","251","901243","0.0-251.0","","","","","","","","","","","","null","../audio/M5_02.WAV","s","M5_02","M5","male","2","2.229229","2.244","Because back in the seventies,","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","252","903246","0.0-252.0","","","","","","","","","","","","630","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","18","M1_01","M5_02","M1","M5","male","male","being in the medical field,","Because back in the seventies,","short","4","1","","",""
"","","","","","audio-keyboard-response","253","908166","0.0-253.0","","","","","","","","","","","","null","../audio/F4_02.WAV","null","F4_02","F4","female","1","2.916635","2.058","Yeah, a little bit, like elementary school.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","254","909335","0.0-254.0","","","","","","","","","","","","null","../audio/F3_02.WAV","s","F3_02","F3","female","2","1.165760","2.574","as homeless people.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","255","911338","0.0-255.0","","","","","","","","","","","","571","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","19","F4_02","F3_02","F4","F3","female","female","Yeah, a little bit, like elementary school.","as homeless people.","short","4","1","","",""
"","","","","","audio-keyboard-response","256","915177","0.0-256.0","","","","","","","","","","","","null","../audio/F4_01.WAV","null","F4_01","F4","female","1","1.835479","2.724","Probably right before I turned six.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","257","916834","0.0-257.0","","","","","","","","","","","","null","../audio/F2_01.WAV","l","F2_01","F2","female","2","1.654760","3.021","and then upstairs in her apartment,","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","258","918837","0.0-258.0","","","","","","","","","","","","631","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","20","F4_01","F2_01","F4","F2","female","female","Probably right before I turned six.","and then upstairs in her apartment,","short","4","1","","",""
"","","","","","audio-keyboard-response","259","922551","0.0-259.0","","","","","","","","","","","","null","../audio/M3_02.WAV","null","M3_02","M3","male","1","1.709750","2.924","And then on Sunday morning","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","260","924417","0.0-260.0","","","","","","","","","","","","null","../audio/M5_01.WAV","l","M5_01","M5","male","2","1.863625","3.755","half an hour, probably fourty five minutes away.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","261","926419","0.0-261.0","","","","","","","","","","","","473","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","1","M3_02","M5_01","M3","M5","male","male","And then on Sunday morning","half an hour, probably fourty five minutes away.","short","5","1","","",""
"","","","","","audio-keyboard-response","262","929589","0.0-262.0","","","","","","","","","","","","null","../audio/F3_02.WAV","null","F3_02","F3","female","1","1.165760","2.574","as homeless people.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","263","932256","0.0-263.0","","","","","","","","","","","","null","../audio/M2_02.WAV","s","M2_02","M2","male","2","2.665333","3.001","But later on, when I traveled quite a bit,","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","264","934259","0.0-264.0","","","","","","","","","","","","532","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","2","F3_02","M2_02","F3","M2","female","male","as homeless people.","But later on, when I traveled quite a bit,","short","5","1","","",""
"","","","","","audio-keyboard-response","265","940531","0.0-265.0","","","","","","","","","","","","null","../audio/F3_01.WAV","null","F3_01","F3","female","1","4.267563","1.875","my parents, my two sisters, and my two brothers.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","266","941415","0.0-266.0","","","","","","","","","","","","null","../audio/M4_01.WAV","s","M4_01","M4","male","2","0.883969","3.393","yeah last fall","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","267","943418","0.0-267.0","","","","","","","","","","","","531","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","3","F3_01","M4_01","F3","M4","female","male","my parents, my two sisters, and my two brothers.","yeah last fall","short","5","1","","",""
"","","","","","audio-keyboard-response","268","946640","0.0-268.0","","","","","","","","","","","","null","../audio/M1_01.WAV","null","M1_01","M1","male","1","1.220375","4.095","being in the medical field,","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","269","947668","0.0-269.0","","","","","","","","","","","","null","../audio/M2_01.WAV","s","M2_01","M2","male","2","1.025729","3.900","being in the squallor.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","270","949671","0.0-270.0","","","","","","","","","","","","758","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","4","M1_01","M2_01","M1","M2","male","male","being in the medical field,","being in the squallor.","short","5","1","","",""
"","","","","","audio-keyboard-response","271","953335","0.0-271.0","","","","","","","","","","","","null","../audio/M3_01.WAV","null","M3_01","M3","male","1","1.659469","2.411","to further my education.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","272","955623","0.0-272.0","","","","","","","","","","","","null","../audio/F1_02.WAV","l","F1_02","F1","female","2","2.286385","2.187","clothes or fashion for that matter.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","273","957626","0.0-273.0","","","","","","","","","","","","519","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","5","M3_01","F1_02","M3","F1","male","female","to further my education.","clothes or fashion for that matter.","short","5","1","","",""
"","","","","","audio-keyboard-response","274","961381","0.0-274.0","","","","","","","","","","","","null","../audio/F5_02.WAV","null","F5_02","F5","female","1","1.750198","2.286","My father also, you know,","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","275","963922","0.0-275.0","","","","","","","","","","","","null","../audio/M4_02.WAV","s","M4_02","M4","male","2","2.538281","2.364","the most intimate group of friends,","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","276","965924","0.0-276.0","","","","","","","","","","","","457","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","6","F5_02","M4_02","F5","M4","female","male","My father also, you know,","the most intimate group of friends,","short","5","1","","",""
"","","","","","audio-keyboard-response","277","970659","0.0-277.0","","","","","","","","","","","","null","../audio/F1_01.WAV","null","F1_01","F1","female","1","2.729260","1.832","because of the limited space.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","278","971496","0.0-278.0","","","","","","","","","","","","null","../audio/F5_01.WAV","s","F5_01","F5","female","2","0.835490","3.592","Oh my god.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","279","973500","0.0-279.0","","","","","","","","","","","","645","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","7","F1_01","F5_01","F1","F5","female","female","because of the limited space.","Oh my god.","short","5","1","","",""
"","","","","","audio-keyboard-response","280","977732","0.0-280.0","","","","","","","","","","","","null","../audio/M5_02.WAV","null","M5_02","M5","male","1","2.229229","2.244","Because back in the seventies,","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","281","980650","0.0-281.0","","","","","","","","","","","","null","../audio/F4_02.WAV","l","F4_02","F4","female","2","2.916635","2.058","Yeah, a little bit, like elementary school.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","282","982653","0.0-282.0","","","","","","","","","","","","356","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","8","M5_02","F4_02","M5","F4","male","female","Because back in the seventies,","Yeah, a little bit, like elementary school.","short","5","1","","",""
"","","","","","audio-keyboard-response","283","986492","0.0-283.0","","","","","","","","","","","","null","../audio/F4_01.WAV","null","F4_01","F4","female","1","1.835479","2.724","Probably right before I turned six.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","284","988396","0.0-284.0","","","","","","","","","","","","null","../audio/F2_02.WAV","l","F2_02","F2","female","2","1.902969","2.627","And so my mother also","","","","","","","","","","","","","","",""
